idx,smiles,metal_type,logK1_true,logK1_pred,uncertainty,cv,agreement_ratio,mean_attr,is_agreed,criterion_used,scenario,n_nodes
154,[O-][Cl+2]1[O-]->[Tl+]<-[O-]1,Tl,0.47,2.298429584503174,0.6169292628014067,0.26841338406056126,0.4,-0.09879493713378906,True,mean,C,5
155,[N-]=[N+]=N->[TlH+],Tl,0.39,3.085684871673584,0.5324255493626996,0.17254696169733227,0.75,-0.21318215131759644,True,both,C,4
156,O=[N+]1[O-]->[Tl+]<-[O-]1,Tl,0.33,2.9430469512939452,0.4249572296717359,0.14439362901937342,1.0,-0.5241034507751465,True,both,C,5
157,[OH-]->[TlH+],Tl,0.3,3.2378828525543213,0.41140590075052225,0.12706015612206903,0.5,-0.6733293533325195,True,mean,C,2
158,[OH-]->[TlH+],Tl,0.26,3.2378828525543213,0.41140590075052225,0.12706015612206903,0.5,-0.6733293533325195,True,mean,C,2
159,C1#N->[Tl+]<-S1,Tl,0.24,3.731350374221802,0.17748868154361527,0.04756687626276097,0.5,-0.21323418617248535,True,mean,A,4
160,C1#N->[Tl+]<-S1,Tl,0.19,3.731350374221802,0.17748868154361527,0.04756687626276097,0.5,-0.21323418617248535,True,mean,A,4
161,C1#N->[Tl+]<-S1,Tl,0.18,3.731350374221802,0.17748868154361527,0.04756687626276097,0.5,-0.21323418617248535,True,mean,A,4
162,C1#N->[Tl+]<-S1,Tl,0.17,3.731350374221802,0.17748868154361527,0.04756687626276097,0.5,-0.21323418617248535,True,mean,A,4
163,C1#N->[Tl+]<-S1,Tl,0.15,3.731350374221802,0.17748868154361527,0.04756687626276097,0.5,-0.21323418617248535,True,mean,A,4
164,C1#N->[Tl+]<-S1,Tl,0.15,3.731350374221802,0.17748868154361527,0.04756687626276097,0.5,-0.21323418617248535,True,mean,A,4
165,O[I+2]1[O-]->[Tl+]<-[O-]1,Tl,0.15,3.06273512840271,0.7127109656951537,0.23270408174893323,0.4,-0.054618310928344724,True,mean,C,5
166,C1#N->[Tl+]<-S1,Tl,0.12,3.731350374221802,0.17748868154361527,0.04756687626276097,0.5,-0.21323418617248535,True,mean,A,4
167,[OH-]->[TlH+],Tl,0.08,3.2378828525543213,0.41140590075052225,0.12706015612206903,0.5,-0.6733293533325195,True,mean,C,2
168,[O-][Cl+3]1([O-])[O-]->[Tl+]<-[O-]1,Tl,0.0,2.3218405485153197,0.5683314841462616,0.2447762765232419,0.6666666666666666,-0.08542064825693767,True,mean,C,6
169,[OH-]->[TlH+],Tl,-0.1,3.2378828525543213,0.41140590075052225,0.12706015612206903,0.5,-0.6733293533325195,True,mean,C,2
170,CC(O)=O->[TlH+],Tl,-0.12,4.161712265014648,0.16558574046805294,0.03978788775477012,0.6,-0.6779819011688233,True,mean,A,5
171,O=[N+]1[O-]->[Tl+]<-[O-]1,Tl,-0.21,2.9430469512939452,0.4249572296717359,0.14439362901937342,1.0,-0.5241034030914307,True,both,C,5
172,O=[N+]1[O-]->[Tl+]<-[O-]1,Tl,-0.43,2.9430469512939452,0.4249572296717359,0.14439362901937342,1.0,-0.5241034030914307,True,both,C,5
173,O=[N+]1[O-]->[Tl+]<-[O-]1,Tl,-0.48,2.9430469512939452,0.4249572296717359,0.14439362901937342,1.0,-0.5241034030914307,True,both,C,5
174,[O-][Cl+3]1([O-])[O-]->[Tl+]<-[O-]1,Tl,-0.5,2.321840524673462,0.5683315018105708,0.24477628664462198,0.6666666666666666,-0.08542064825693767,True,mean,C,6
175,N->[TlH+],Tl,-0.8,3.090541362762451,0.8366588692979838,0.27071595914514607,1.0,-1.084332823753357,True,both,C,2
