idx,smiles,metal_type,logK1_true,logK1_pred,uncertainty,cv,agreement_ratio,mean_attr,is_agreed,criterion_used,scenario,n_nodes
2882,CC1N->[Cd+2]<-O=C1O,Cd,4.16,3.98883171081543,0.18093747083359046,0.04536101895274036,0.8571428571428571,-0.585247448512486,True,both,A,7
2883,CC1N->[Ce+3]<-O=C1O,Ce,5.98,5.28621997833252,0.34682446932960714,0.06560916321136699,0.14285714285714285,0.6273049286433628,False,none,B,7
2884,CC1N->[Co+2]<-N(C(C(=O)O)C(C)C)C1=O,Co,2.66,2.8572134971618652,0.12715906021487017,0.044504570743901406,0.6428571428571429,-0.2596874577658517,True,mean,A,14
2885,CC1N->[Co+2]<-N(C(C)C(=O)O)C1=O,Co,3.0,2.5214898586273193,0.16555560553528478,0.0656578510394692,0.5,-0.26086533069610596,True,mean,A,12
2886,CC1N->[Co+2]<-N(C(CC(N)=O)C(=O)O)C1=O,Co,2.56,2.8049493789672852,0.14621391655323024,0.05212711418238238,0.6666666666666666,-0.3629281679789225,True,mean,A,15
2887,CC1N->[Co+2]<-N(C(Cc2ccccc2)C(=O)O)C1=O,Co,2.51,2.4126808643341064,0.07825489991957305,0.03243483258660121,0.6666666666666666,-0.14200867546929252,True,mean,A,18
2888,CC1N->[Co+2]<-N(CC(=O)O)C1=O,Co,3.74,2.753687286376953,0.08069385921576323,0.02930392990335978,0.36363636363636365,-0.10256019505587491,True,mean,A,11
2889,CC1N->[Co+2]<-N(O)C1=O,Co,5.41,5.819139003753662,0.2219758057085367,0.03814581599878439,0.625,-0.4863426685333252,True,mean,A,8
2890,CC1N->[Co+2]<-NCC(=O)OP1(=O)O,Co,3.633,3.523096036911011,0.12182128544794853,0.03457790652643103,0.75,-0.430800457795461,True,both,A,12
2891,CC1N->[Co+2]<-O=C1O,Co,4.475,4.480528259277344,0.10309276830290713,0.02300906552468319,0.5714285714285714,-0.19995389665876115,True,mean,A,7
2892,CC1N->[Cr+3]<-O=C1O,Cr,8.53,8.955190277099609,0.4432481000490808,0.049496223567975284,0.5714285714285714,0.4577077456883022,True,mean,A,7
2893,CC1N->[Cu+2]<-N(C(C)(C)C(=O)NC(C)(C)C(=O)O)C1=O,Cu,5.8,5.0917792320251465,0.3620689843655371,0.07110853944496959,0.6842105263157895,-0.5873647489045796,True,mean,A,19
2894,CC1N->[Cu+2]<-N(C(C)(C)C(N)=O)C1=O,Cu,4.42,4.894489669799805,0.37155861180536404,0.07591365737228363,0.8461538461538461,-1.101502015040471,True,both,A,13
2895,CC1N->[Cu+2]<-N(C(C)C(=O)O)C1=O,Cu,5.44,5.3305353164672855,0.13768314394271314,0.025829140183609198,0.3333333333333333,-0.4116528431574504,True,mean,A,12
2896,CC1N->[Cu+2]<-N(C(CC(N)=O)C(=O)O)C1=O,Cu,5.65,5.717107772827148,0.25591199303793843,0.04476249236620359,0.5333333333333333,-0.3836633364359538,True,mean,A,15
2897,CC1N->[Cu+2]<-N(C(CO)C(=O)O)C1=O,Cu,6.23,5.534494304656983,0.3367054318031334,0.06083761465249204,0.38461538461538464,-0.18662669108464167,True,mean,A,13
2898,CC1N->[Cu+2]<-N(C(Cc2c[nH]c3ccccc23)C(=O)O)C1=O,Cu,5.16,6.045148277282715,0.4917096595915992,0.08133955314866519,0.5714285714285714,-0.2516265596662249,True,mean,A,21
2899,CC1N->[Cu+2]<-N(C(Cc2ccccc2)C(=O)O)C1=O,Cu,6.17,5.182231330871582,0.5231696246357381,0.10095450998474588,0.7777777777777778,-0.3294412957297431,True,both,C,18
2900,CC1N->[Cu+2]<-N(C(Cc2cnc[nH]2)C(=O)O)C1=O,Cu,8.92,8.03824062347412,0.3369665117124387,0.04192043103666161,0.6470588235294118,0.11082828746122472,True,mean,A,17
2901,CC1N->[Cu+2]<-N(CC(=O)O)C1=O,Cu,5.34,5.377067375183105,0.06471645777003111,0.01203564196883944,0.45454545454545453,-0.1040260141546076,True,mean,A,11
2902,CC1N->[Cu+2]<-N(O)C1=O,Cu,10.825,10.79160099029541,0.5093155010939019,0.047195546013229665,0.75,0.46391260623931885,True,both,A,8
2903,CC1N->[Cu+2]<-NCC(=O)OP1(=O)O,Cu,6.86,6.875247573852539,0.2135267776061739,0.031057321981864918,0.3333333333333333,-0.16519339879353842,False,none,B,12
2904,CC1N->[Cu+2]<-O=C1O,Cu,8.12,8.41638536453247,0.3777358711054998,0.04488100945297946,0.5714285714285714,0.13167340414864676,True,mean,A,7
2905,CC1N->[Cu+2]<-P1(=O)(O)c1ccccc1,Cu,5.13,4.437324333190918,0.3178514100281533,0.07163132242794244,0.6153846153846154,-0.09958523970383865,True,mean,A,13
2906,CC1N->[Cu+2]<-P1(C)(=O)O,Cu,5.45,4.3308264255523685,0.4087430790125271,0.09437992633482063,0.375,-0.23353919386863708,True,mean,A,8
2907,CC1N->[Cu+2]<-P1(O)O,Cu,4.87,5.471164131164551,2.096795803066377,0.3832449096386492,0.42857142857142855,0.30974129268101286,False,none,D,7
2908,CC1N->[Dy+3]<-O=C1O,Dy,5.05,5.192412853240967,0.10200681701375822,0.019645359469073854,0.42857142857142855,-0.05135406766619001,True,mean,A,7
2909,CC1N->[Er+3]<-O=C1O,Er,5.07,5.069025135040283,0.21840737286898085,0.04308666204063816,0.42857142857142855,0.025022166115897044,False,none,B,7
2910,CC1N->[Eu+3]<-N(CC(=O)O)C1=O,Eu,2.55,2.593000364303589,0.07548720307178215,0.02911191379336964,0.8181818181818182,-0.45026027072559704,True,both,A,11
2911,CC1N->[Eu+3]<-O=C1O,Eu,6.07,5.394561862945556,0.39660373446044,0.07351917440870447,0.42857142857142855,0.03403902053833008,False,none,B,7
2912,CC1N->[Fe+2]<-O=C1O,Fe,3.035,3.110024881362915,0.13733898231773053,0.04416009117507255,0.5714285714285714,-1.0997496332441057,True,mean,A,7
2913,CC1N->[Fe+3]<-N(O)C1=O,Fe,13.92,13.67464771270752,0.34782954874878175,0.025436088450421442,0.75,1.7439414858818054,True,both,A,8
2914,CC1N->[Fe+3]<-O=C1O,Fe,10.4,10.622951889038086,0.23062941246203647,0.02171048262959987,0.5714285714285714,0.5344793455941337,True,mean,A,7
2915,CC1N->[Gd+3]<-N(CC(=O)O)C1=O,Gd,2.4,2.2983392238616944,0.04832472401901358,0.021025931906525904,0.8181818181818182,-0.41095016219399194,True,both,A,11
2916,CC1N->[Gd+3]<-O=C1O,Gd,5.18,5.154695129394531,0.12845981033032133,0.024920932684802676,0.42857142857142855,-0.01319953373500279,True,mean,A,7
2917,CC1N->[Hg+2]<-N(C(C)C(=O)O)C1=O,Hg,2.83,2.710819435119629,0.27891799183247656,0.10289065668446776,0.9166666666666666,-0.6079050103823344,True,both,C,12
2918,CC1N->[Hg+2]<-N(CC(=O)O)C1=O,Hg,2.42,2.6361257553100588,0.2588302743119217,0.09818585998431562,0.9090909090909091,-0.6334676959297874,True,both,A,11
2919,CC1N->[Hg+2]<-O=C1O,Hg,12.4,10.623778343200684,1.7342001384434371,0.16323760553168368,0.5714285714285714,-0.04140690394810268,False,none,D,7
2920,CC1N->[Ho+3]<-N(CC(=O)O)C1=O,Ho,2.45,2.3605342388153074,0.08178213124128479,0.034645602633719554,0.9090909090909091,-0.5875860994512384,True,both,A,11
2921,CC1N->[Ho+3]<-O=C1O,Ho,4.6,4.873101711273193,0.11003144586640436,0.022579345227263167,0.5714285714285714,-0.09024889128548759,True,mean,A,7
2922,CC1N->[La+3]<-O=C1O,La,4.5,4.718795108795166,0.056694357815175046,0.01201458349176992,0.42857142857142855,0.10226494925362724,False,none,B,7
2923,CC1N->[Lu+3]<-O=C1O,Lu,4.8,4.734426593780517,0.12977837816336882,0.027411635937888448,0.42857142857142855,-0.05682121004377093,True,mean,A,7
2924,CC1N->[Mg+2]<-O=C1O,Mg,1.96,1.5991762399673461,0.09708235708333257,0.06070772855236701,0.5714285714285714,-0.5545960324151176,True,mean,A,7
2925,CC1N->[Mg+2]<-P(=O)(O)(O)C1(O)c1ccccc1,Mg,1.52,1.8597212076187133,0.16155487291178572,0.08687047942989758,0.9375,-0.40262655913829803,True,both,A,16
2926,CC1N->[Mn+2]<-N(C(C)C(=O)O)C1=O,Mn,1.86,1.7597007036209107,0.12883779279298313,0.07321574204515317,0.5833333333333334,-0.26274794340133667,True,mean,A,12
2927,CC1N->[Mn+2]<-N(CC(=O)O)C1=O,Mn,1.93,1.7299715757369996,0.1799600264078382,0.10402484580197333,0.45454545454545453,-0.18945557420903986,True,mean,C,11
2928,CC1N->[Mn+2]<-N(O)C1=O,Mn,3.47,3.3725187301635744,0.14484476484970524,0.04294854274765732,0.625,-0.47355493903160095,True,mean,A,8
2929,CC1N->[Mn+2]<-O=C1O,Mn,2.6,2.588493251800537,0.0678425270653827,0.026209273297580334,0.5714285714285714,-0.35999863488333567,True,mean,A,7
2930,CC1N->[Nd+3]<-N(CC(=O)O)C1=O,Nd,2.3,2.4908259391784666,0.1145892316038406,0.0460045119176954,0.8181818181818182,-0.49669866128401324,True,both,A,11
2931,CC1N->[Nd+3]<-O=C1O,Nd,5.135,5.324567890167236,0.17028558589990167,0.03198110896742708,0.42857142857142855,0.031060457229614258,False,none,B,7
2932,CC1N->[Ni+2]<-N(C(C(=O)O)C(C)C)C1=O,Ni,3.53,3.647029733657837,0.1011025755315935,0.027721895052989144,0.5714285714285714,-0.3175484112330845,True,mean,A,14
2933,CC1N->[Ni+2]<-N(C(C)C(=O)O)C1=O,Ni,3.775,3.30995135307312,0.11838121875446071,0.035765244297185764,0.5833333333333334,-0.40665072202682495,True,mean,A,12
2934,CC1N->[Ni+2]<-N(C(CC(N)=O)C(=O)O)C1=O,Ni,3.73,3.4432980537414553,0.22623477307574402,0.06570293060454625,0.7333333333333333,-0.3887295881907145,True,both,A,15
2935,CC1N->[Ni+2]<-N(C(CO)C(=O)O)C1=O,Ni,3.41,3.8831011295318603,0.16578111762816197,0.04269296938144597,0.46153846153846156,-0.22855030573331392,True,mean,A,13
2936,CC1N->[Ni+2]<-N(CC(=O)O)C1=O,Ni,3.6,3.4925894737243652,0.129578442617875,0.03710096579993911,0.36363636363636365,-0.10308445583690297,True,mean,A,11
2937,CC1N->[Ni+2]<-N(O)C1=O,Ni,6.76,6.868480777740478,0.2726263507719913,0.039692380250305824,0.375,-0.4047039747238159,False,none,B,8
2938,CC1N->[Ni+2]<-NCC(=O)OP1(=O)O,Ni,4.625,4.4185951232910154,0.11493268492560202,0.02601113741328691,0.6666666666666666,-0.45187121629714966,True,mean,A,12
2939,CC1N->[Ni+2]<-O=C1O,Ni,5.463,5.434449863433838,0.09228560786623206,0.01698159154750579,0.42857142857142855,-0.139953579221453,True,mean,A,7
2940,CC1N->[Pb+2]<-N(C)(O)C1=O,Pb,6.3,6.8558423042297365,0.528358613544577,0.07706691462529765,0.5555555555555556,0.39219101270039874,True,mean,A,9
2941,CC1N->[Pb+2]<-N(O)C1=O,Pb,6.81,6.420121955871582,0.5490366019495689,0.08551809540743108,0.5,0.13240045309066772,False,none,B,8
2942,CC1N->[Pb+2]<-O=C1O,Pb,4.49,4.665969562530518,0.09476235114103285,0.02030925188668396,0.7142857142857143,-0.39199066162109375,True,both,A,7
2943,CC1N->[Pd+2]<-O=C1O,Pd,9.98,10.062771224975586,0.1755620500357896,0.017446689993314,0.5714285714285714,0.019978114536830356,True,mean,A,7
2944,CC1N->[Pr+3]<-O=C1O,Pr,4.93,5.250647830963135,0.14822493595636807,0.02822983767494057,0.2857142857142857,0.10605825696672712,False,none,B,7
2945,CC1N->[Pu+3]<-O=C1O,Pu,3.4,3.7893984794616697,0.1652009907914044,0.043595571087808434,0.7142857142857143,-0.9532646792275565,True,both,A,7
2946,CC1N->[Sc+3]<-O=C1O,Sc,7.7,7.969189453125,0.29147528930724387,0.036575274188386395,0.42857142857142855,0.3899809292384556,True,mean,A,7
2947,CC1N->[Sm+3]<-O=C1O,Sm,6.68,5.9249725341796875,0.22832174434513372,0.03853549413571161,0.2857142857142857,0.24787112644740514,False,none,B,7
2948,CC1N->[Sn+4]<-N(CC(=O)O)C1=O,Sn,6.8,6.5816926002502445,0.39830097344637,0.060516495928604454,0.5454545454545454,-0.31282277540727094,True,mean,A,11
2949,CC1N->[Sr+2]<-O=C1O,Sr,0.74,1.5359022617340088,0.2377312007061337,0.15478276621439377,0.7142857142857143,-0.5861706052507673,True,both,C,7
2950,CC1N->[Tb+3]<-O=C1O,Tb,4.7,4.98121280670166,0.18855935881419872,0.037854106245072155,0.42857142857142855,-0.1101931163242885,True,mean,A,7
2951,CC1N->[Th+4]<-O=C1O,Th,8.51,8.671410751342773,0.3147529913330527,0.036297783643141686,0.7142857142857143,0.7158338001796177,True,both,A,7
2952,CC1N->[Tm+3]<-O=C1O,Tm,4.7,4.894650268554687,0.13917718755613862,0.02843455199450551,0.2857142857142857,0.0880253655569894,False,none,B,7
2953,CC1N->[U+4]<-O=C1O,U,9.0,9.033696174621582,0.1603264839167178,0.017747606385869384,0.42857142857142855,0.11374929973057338,True,mean,A,7
2954,CC1N->[V+3]<-O=C1O,V,8.44,9.725961494445801,0.4551493855856394,0.04679736659923662,0.7142857142857143,0.41867038181849886,True,both,A,7
2955,CC1N->[V+5]<-N(C(C)C(=O)O)C1=O,V,9.93,9.439979743957519,1.0797265605118425,0.1143780590422315,0.5833333333333334,0.3518168528874715,True,mean,C,12
2956,CC1N->[V+5]<-N(CC(=O)O)C1=O,V,9.85,8.242081260681152,1.4045966888418353,0.17041771907084485,0.5454545454545454,0.3554214564236728,True,mean,C,11
2957,CC1N->[V+5]<-O=C1O,V,10.56,9.725961494445801,0.4551493855856394,0.04679736659923662,0.7142857142857143,0.41867031369890484,True,both,A,7
2958,CC1N->[Y+3]<-O=C1O,Y,5.0,5.0211647033691404,0.11354785086486029,0.02261384709979162,0.2857142857142857,0.1332127707345145,False,none,B,7
2959,CC1N->[Yb+3]<-N(CC(=O)O)C1=O,Yb,2.8,2.6142716884613035,0.1265279412364245,0.048398925710317335,0.7272727272727273,-0.48779299042441626,True,both,A,11
2960,CC1N->[Yb+3]<-O=C1O,Yb,4.9,4.902688884735108,0.13964128674867116,0.028482591906546395,0.42857142857142855,0.018466268266950334,False,none,B,7
2961,CC1N->[Zn+2]<-N(C(C)C(=O)O)C1=O,Zn,3.36,3.105775547027588,0.1365865991518451,0.04397825827515662,0.5,-0.21925379832585654,True,mean,A,12
2962,CC1N->[Zn+2]<-N(C(CC(N)=O)C(=O)O)C1=O,Zn,3.18,3.206126070022583,0.2542826954772923,0.07931150863181784,0.6666666666666666,-0.2901345094045003,True,mean,A,15
2963,CC1N->[Zn+2]<-N(C(Cc2ccccc2)C(=O)O)C1=O,Zn,3.12,2.940337371826172,0.08810566048051846,0.029964473235191434,0.7222222222222222,-0.17846416102515328,True,both,A,18
2964,CC1N->[Zn+2]<-N(C(Cc2cnc[nH]2)C(=O)O)C1=O,Zn,3.905,4.024264621734619,0.2214270382541158,0.05502298160469177,0.47058823529411764,-0.17243061346166275,True,mean,A,17
2965,CC1N->[Zn+2]<-N(CC(=O)O)C1=O,Zn,2.71,3.0780116081237794,0.07830729462079825,0.025440870467844313,0.45454545454545453,-0.1113988919691606,True,mean,A,11
2966,CC1N->[Zn+2]<-N(O)C1=O,Zn,5.29,5.43960657119751,0.10037779661295947,0.018453135405868452,0.5,-0.11656910181045532,True,mean,A,8
2967,CC1N->[Zn+2]<-O=C1O,Zn,4.73,4.557009887695313,0.1817560466692079,0.03988493576895226,0.5714285714285714,-0.2356846673148019,True,mean,A,7
2968,CC1ON->[Cd+2]<-O=C1O,Cd,2.42,1.7976807355880737,0.1573611825339722,0.08753566716199736,0.75,-0.8487370014190674,True,both,A,8
2969,CC1ON->[Co+2]<-O=C1O,Co,2.43,2.038419222831726,0.07399601452185019,0.03630068520402618,0.75,-0.6523430496454239,True,both,A,8
2970,CC1ON->[Cu+2]<-O=C1O,Cu,5.66,5.138867568969727,0.201506398536427,0.039212218612752904,0.625,-0.6507609486579895,True,mean,A,8
2971,CC1ON->[Ni+2]<-O=C1O,Ni,3.18,2.7265549182891844,0.2025283844787985,0.07427995787661516,0.625,-0.5895328968763351,True,mean,A,8
2972,CC1ON->[Pb+2]<-O=C1O,Pb,2.52,2.0745212554931642,0.09493071487386368,0.04576029993546455,0.75,-0.9257088154554367,True,both,A,8
2973,CC1ON->[Zn+2]<-O=C1O,Zn,2.34,1.8732033252716065,0.08306056160085054,0.04434145534564814,0.75,-0.7347629815340042,True,both,A,8
2974,CC1P(=O)(O)(O)->[Ca+2]<-P1(=O)(O)O,Ca,5.21,5.145560836791992,0.339840394493685,0.06604535545741581,0.18181818181818182,0.3542013168334961,False,none,B,11
2975,CC1P(=O)(O)(O)->[Fe+3]<-P1(=O)(O)O,Fe,14.1,13.949008750915528,0.3664818598141467,0.02627296794763951,0.45454545454545453,0.980643012306907,True,mean,A,11
2976,CC1P(=O)(O)(O)->[Mg+2]<-P1(=O)(O)O,Mg,6.26,4.836030197143555,0.6709107931398356,0.13873172122376637,0.5454545454545454,-0.31215810775756836,True,mean,C,11
2977,CC1S->[Ce+3]<-O=C1O,Ce,5.99,5.740628051757812,0.28195162361195353,0.04911511790519477,0.5714285714285714,-0.16904136112758092,True,mean,A,7
2978,CC1S->[Co+2]<-O=C1O,Co,6.755,6.63768892288208,0.09642788769634525,0.014527328535076382,0.5714285714285714,-0.3197295665740967,True,mean,A,7
2979,CC1S->[Cu+2]<-O=C1O,Cu,9.19,9.692438697814941,0.7804689141614349,0.08052348211780627,0.5714285714285714,-0.43764850071498324,False,none,B,7
2980,CC1S->[Dy+3]<-O=C1O,Dy,5.62,5.824334812164307,0.17398236925661195,0.029871629098870534,0.5714285714285714,-0.4640867028917585,True,mean,A,7
2981,CC1S->[Er+3]<-O=C1O,Er,5.78,5.8385344505310055,0.15638132904020205,0.026784346374110958,0.42857142857142855,-0.39162230491638184,True,mean,A,7
2982,CC1S->[Eu+3]<-O=C1O,Eu,6.18,5.779132843017578,0.4974389794407335,0.0860750207605533,0.42857142857142855,-0.19041034153529576,True,mean,A,7
2983,CC1S->[Fe+2]<-O=C1O,Fe,6.22,6.438768577575684,0.6391894427920061,0.09927200132927791,0.5714285714285714,-0.7112962177821568,True,mean,A,7
2984,CC1S->[Fe+3]<-O=C1O,Fe,13.43,12.996075248718261,0.6854988460768052,0.0527466048755306,0.5714285714285714,0.6301607404436383,True,mean,A,7
2985,CC1S->[Gd+3]<-O=C1O,Gd,6.67,6.574813747406006,0.06935007744865991,0.010547839089133277,0.5714285714285714,-0.41995859146118164,True,mean,A,7
2986,CC1S->[La+3]<-O=C1O,La,5.57,5.318675422668457,0.13167698627696037,0.02475747734402941,0.42857142857142855,-0.14189352308000838,True,mean,A,7
2987,CC1S->[Mn+2]<-O=C1O,Mn,2.44,2.8562060356140138,0.3500654824212842,0.12256310576209142,0.8571428571428571,-0.9593490021569389,True,both,C,7
2988,CC1S->[Nd+3]<-O=C1O,Nd,5.72,5.846858119964599,0.10985794834531856,0.01878922766574396,0.5714285714285714,-0.48754416193280903,True,mean,A,7
2989,CC1S->[Ni+2]<-O=C1O,Ni,6.052,6.305283641815185,0.2598000188237145,0.041203541915351874,0.42857142857142855,-0.5732455934797015,True,mean,A,7
2990,CC1S->[Pr+3]<-O=C1O,Pr,5.66,5.617212581634521,0.03516680027145206,0.00626054288677447,0.5714285714285714,-0.42602201870509554,True,mean,A,7
2991,CC1S->[Sm+3]<-O=C1O,Sm,6.69,6.354426383972168,0.11882462865545913,0.01869950511271508,0.5714285714285714,0.03268320219857352,False,none,B,7
2992,CC1S->[Tb+3]<-O=C1O,Tb,6.09,6.041302680969238,0.11696487653370247,0.019360870115340285,0.5714285714285714,-0.1991730076926095,True,mean,A,7
2993,CC1S->[Tm+3]<-O=C1O,Tm,6.44,6.201206016540527,0.22752547489628056,0.036690520245481285,0.42857142857142855,0.0488649777003697,False,none,B,7
2994,CC1S->[Zn+2]<-O=C1O,Zn,7.76,7.437673950195313,0.4278422964493197,0.05752366927002556,0.42857142857142855,-0.1382394518171038,False,none,B,7
2995,CC1SC(C)C(O)=O->[Cd+2]<-O=C1O,Cd,2.25,2.285174322128296,0.2228578010774209,0.09752332630355412,0.6666666666666666,-0.8665012419223785,True,mean,A,12
2996,CC1SC(C)C(O)=O->[Co+2]<-O=C1O,Co,3.14,2.4110144138336183,0.2538407236664816,0.1052837852026209,0.5833333333333334,-0.5141133268674215,True,mean,C,12
2997,CC1SC(C)C(O)=O->[Cu+2]<-O=C1O,Cu,3.97,3.773373508453369,0.22264817651185073,0.05900507225512107,0.5833333333333334,-0.7904607653617859,True,mean,A,12
2998,CC1SC(C)C(O)=O->[Mn+2]<-O=C1O,Mn,2.1,1.8535593032836915,0.06416734760987938,0.03461844867666391,0.6666666666666666,-0.5480304559071859,True,mean,A,12
2999,CC1SC(C)C(O)=O->[Ni+2]<-O=C1O,Ni,2.6,2.4718324184417724,0.22892043576931145,0.09261163259345125,0.5833333333333334,-0.5259080827236176,True,mean,A,12
3000,CC1SC(C)C(O)=O->[Pb+2]<-O=C1O,Pb,3.12,3.112246370315552,0.05371381580093848,0.017258857239985284,0.5833333333333334,-0.5602429111798605,True,mean,A,12
3001,CC1SC(C)C(O)=O->[Zn+2]<-O=C1O,Zn,2.13,2.0906405687332152,0.16373338907349475,0.0783173308325811,0.6666666666666666,-0.6340717871983846,True,mean,A,12
3002,CC1[Se]C(C)C(O)=O->[Cd+2]<-O=C1O,Cd,2.09,2.080915927886963,0.14548628123125534,0.0699145406508505,0.6666666666666666,-0.6068988839785258,True,mean,A,12
3003,CC1[Se]C(C)C(O)=O->[Co+2]<-O=C1O,Co,2.2,2.1957272052764893,0.12629881893886888,0.05752026874529941,0.5,-0.3419463137785594,True,mean,A,12
3004,CC1[Se]C(C)C(O)=O->[Cu+2]<-O=C1O,Cu,3.21,3.2971823692321776,0.2019076039125199,0.061236407726982536,0.5833333333333334,-0.8104785482088724,True,mean,A,12
3005,CC1[Se]C(C)C(O)=O->[Mn+2]<-O=C1O,Mn,2.02,1.7598367929458618,0.23985481282578772,0.13629378234801254,0.4166666666666667,-0.42060135801633197,True,mean,C,12
3006,CC1[Se]C(C)C(O)=O->[Ni+2]<-O=C1O,Ni,2.73,2.4477195262908937,0.08940747117986393,0.0365268447710371,0.4166666666666667,-0.40733156601587933,True,mean,A,12
3007,CC1[Se]C(C)C(O)=O->[Pb+2]<-O=C1O,Pb,2.8,2.897640752792358,0.09767178791136735,0.03370734892420475,0.5833333333333334,-0.5195497473080953,True,mean,A,12
3008,CC1[Se]C(C)C(O)=O->[Zn+2]<-O=C1O,Zn,1.8,1.7903899192810058,0.12279955044284172,0.06858816010992522,0.6666666666666666,-0.4927286207675934,True,mean,A,12
3009,CC=CC=O->[Ag],Ag,-0.72,-0.19167084693908693,0.5356738480857346,2.7947591229456608,1.0,-0.6305232445398966,True,both,C,6
3010,CCC(C(=O)O)N1->[Cu+2]<-N(C(CC)C(=O)O)CC1,Cu,13.81,13.46678810119629,0.5173108269453279,0.03841382392430857,0.8235294117647058,0.322176316205193,True,both,A,17
3011,CCC(C(=O)O)N1->[Zn+2]<-N(C(CC)C(=O)O)CC1,Zn,9.626,9.350761604309081,0.1676639161654965,0.01793050911363546,0.7058823529411765,0.017299764296587777,True,both,A,17
3012,CCC(C)(Br)C(O)=O->[Cu+2],Cu,1.43,3.0063532829284667,0.40927153873473054,0.13613554370298828,0.7777777777777778,-1.5878429545296564,True,both,C,9
3013,CCC(C)(O)C(O)=O->[Ce+3],Ce,2.51,2.4264578342437746,0.14617726966852665,0.060243070209412476,0.6666666666666666,-0.5084477530585395,True,mean,A,9
3014,CCC(C)(O)C(O)=O->[Dy+3],Dy,3.095,2.8781848430633543,0.12454748318340887,0.043272927200481176,0.6666666666666666,-0.5382859044604831,True,mean,A,9
3015,CCC(C)(O)C(O)=O->[Er+3],Er,3.32,3.074741506576538,0.06981220423730526,0.02270506450314101,0.6666666666666666,-0.48020055558946395,True,mean,A,9
3016,CCC(C)(O)C(O)=O->[Eu+3],Eu,2.9,2.8323765277862547,0.1131731467462918,0.03995695686503458,0.7777777777777778,-0.542261454794142,True,both,A,9
3017,CCC(C)(O)C(O)=O->[Gd+3],Gd,2.94,2.776615524291992,0.08415955551301063,0.030310122080899348,0.6666666666666666,-0.4861328999201457,True,mean,A,9
3018,CCC(C)(O)C(O)=O->[Ho+3],Ho,3.24,3.033872604370117,0.058260051642461404,0.019203196455428347,0.6666666666666666,-0.5520585907830132,True,mean,A,9
3019,CCC(C)(O)C(O)=O->[La+3],La,2.18,2.2335806369781492,0.10215515040657448,0.045736047633714264,0.6666666666666666,-0.44648824797736275,True,mean,A,9
3020,CCC(C)(O)C(O)=O->[Lu+3],Lu,3.45,3.185084581375122,0.0385353916989847,0.012098702786205917,0.6666666666666666,-0.5596660905414157,True,mean,A,9
3021,CCC(C)(O)C(O)=O->[Nd+3],Nd,2.65,2.6169883728027346,0.13218249877363852,0.05050939474831296,0.6666666666666666,-0.52196823226081,True,mean,A,9
3022,CCC(C)(O)C(O)=O->[Pr+3],Pr,2.54,2.527637481689453,0.09232973167084109,0.03652807506602118,0.6666666666666666,-0.5500875049167209,True,mean,A,9
3023,CCC(C)(O)C(O)=O->[Sm+3],Sm,2.7,2.7171188831329345,0.10419195070281823,0.03834648213208883,0.6666666666666666,-0.5202436976962619,True,mean,A,9
3024,CCC(C)(O)C(O)=O->[Tb+3],Tb,3.1,2.930638074874878,0.07620981129897537,0.02600451142443753,0.6666666666666666,-0.6214369138081869,True,mean,A,9
3025,CCC(C)(O)C(O)=O->[Tm+3],Tm,3.37,3.0888787746429442,0.0768727091635706,0.024886929780032114,0.6666666666666666,-0.4740515814887153,True,mean,A,9
3026,CCC(C)(O)C(O)=O->[Yb+3],Yb,3.315,3.1096368789672852,0.14041121700777187,0.045153573382626794,0.6666666666666666,-0.4763121075100369,True,mean,A,9
3027,CCC(C)C(O)=O->[Cu+2],Cu,2.1,2.297179126739502,0.21574096374214116,0.09391560337236426,0.625,-1.2845901548862457,True,mean,A,8
3028,CCC(C)C1(CC)C(O)=O->[Ba+2]<-O=C1O,Ba,2.67,2.2128005981445313,0.3243541805368852,0.14658084456812845,0.7857142857142857,-0.40447379861559185,True,both,C,14
3029,CCC(C)C1(CC)C(O)=O->[Ca+2]<-O=C1O,Ca,3.03,2.931003046035767,0.1378207253114878,0.047021692965448385,0.7142857142857143,-0.2261371144226619,True,both,A,14
3030,CCC(C)C1(CC)C(O)=O->[Mg+2]<-O=C1O,Mg,3.1,2.7632498264312746,0.22441030929501293,0.08121245757385531,0.7142857142857143,-0.4105530083179474,True,both,A,14
3031,CCC(C)C1N->[Co+2]<-N(O)C1=O,Co,5.5,5.9698761940002445,0.20441103574395558,0.03424041455824322,0.6363636363636364,-0.24756392565640536,True,mean,A,11
3032,CCC(C)C1N->[Cu+2]<-N(O)C1=O,Cu,10.36,10.61094970703125,0.2468139686317211,0.02326030896821347,0.36363636363636365,0.3025044961409135,True,mean,A,11
3033,CCC(C)C1N->[Ni+2]<-N(O)C1=O,Ni,6.9,6.991270637512207,0.15122471784208155,0.02163050548074531,0.36363636363636365,-0.26074283773248846,False,none,B,11
3034,CCC(C)N1->[Mg+2]<-P(=O)(O)(O)C1P(=O)(O)O,Mg,6.12,6.212667846679688,0.21299078333947086,0.03428330446690501,0.6,-0.15973682403564454,True,mean,A,15
3035,CCC(C)N1->[Zn+2]<-P(=O)(O)(O)C1P(=O)(O)O,Zn,10.16,9.930582237243652,0.43046177205840813,0.04334708295793619,0.6,0.07722638448079427,True,mean,A,15
