smiles,true_dent,pred_dent,dent_correct,molecular_acc,balanced_acc,donor_recall,neg_acc,overall_acc,tp,fp,tn,fn
FC(F)(F)c1c2nc(c(-c3c4ccccc4c(Br)c4ccccc34)c3ccc([n-]3)c(C(F)(F)F)c3nc(c(-c4c5ccccc5c(Br)c5ccccc45)c4ccc1[n-]4)C=C3)C=C2,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,58,0
O=C(c1ncc[nH]1)c1ncc[nH]1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,10,0
COc1cccc(/C=N/[C@@H](CCSC)C(=O)[O-])c1OCCOc1c(/C=N/[C@@H](CCSC)C(=O)[O-])cccc1OC,6,8,0.0,0.0,0.9705882352941176,1.0,0.9411764705882353,0.95,6,2,32,0
C/C1=C/C(C)=N/CCNCCCNCC[N-]1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,12,0
O=C1C=Cc2cccc3ccc([O-])c1c23,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,13,0
O=C(/N=C(\[S-])N(Cc1ccccc1)Cc1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,24,0
CC(=O)/C([S-])=C(/[S-])c1ccc([N+](=O)[O-])cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,14,0
O=C([O-])c1ccccc1/N=C/c1ccccc1[O-],3,4,0.0,0.0,0.9666666666666667,1.0,0.9333333333333333,0.9444444444444444,3,1,14,0
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,19,0
C[Si](C)([S-])[S-],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,3,0
CCCc1ccc([O-])c(/C(C)=N/O)c1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,12,0
[CH2]CC([O-])(c1ccccn1)c1ccccn1,3,4,0.0,0.0,0.9615384615384616,1.0,0.9230769230769231,0.9375,3,1,12,0
CN(C)c1ccc(/N=N/c2ccccn2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,15,0
CCC1=C(CC)c2cc3[n-]c(cc4nc(cc5[n-]c(cc1n2)C(=O)C5(CC)CC)C(CC)=C4CC)c(CC)c3CC,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,37,0
[CH]=C[Si](c1ccccc1)(c1ccccc1)c1ccccc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,20,0
CN(C)Cc1ccc[n-]1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,7,0
[N-2]N=C(Cl)Cl,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,4,0
CC(C)[Si](C#CC(C#C[Si](C(C)C)(C(C)C)C(C)C)=C(c1ccccn1)c1ccccn1)(C(C)C)C(C)C,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,36,0
O=[P@]([O-])(O)O[B-]1(O[P@@](=O)([O-])O)OB(O)O[B@@-](O[P@@](=O)([O-])O)(O[P@](=O)([O-])O)O1,5,10,0.0,0.0,0.8863636363636364,1.0,0.7727272727272727,0.8148148148148148,5,5,17,0
C[C@@H](c1nccnc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1,3,0.0,0.0,0.9583333333333333,1.0,0.9166666666666666,0.92,1,2,22,0
COCCP(c1ccc(C)cc1)c1ccc(C)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,17,0
C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,1,2,0.0,0.0,0.9791666666666667,1.0,0.9583333333333334,0.96,1,1,23,0
CCN(CC)c1ccc(/C=N/N=C(\[O-])Cc2ccccc2)c([O-])c1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,21,0
CC(C)(C1=N[C@@H]2c3ccccc3C[C@@H]2O1)C1=N[C@@H]2c3ccccc3C[C@@H]2O1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,25,0
c1ccc(N2CC2)cc1,1,7,0.0,0.0,0.625,1.0,0.25,0.3333333333333333,1,6,2,0
CCN(CC)C(=O)CN1CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC1,5,8,0.0,0.0,0.925,1.0,0.85,0.88,5,3,17,0
Cc1ncc(CO)c(/C=N/CCN(C)C)c1[O-],3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,14,0
C/C(=N\CCNCCN)c1ccccn1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,11,0
c1ccc(CN2CCN(Cc3ccccc3)CCN(Cc3ccccc3)CCN(Cc3ccccc3)CC2)cc1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,36,0
CO[C]1~[CH]~[CH]~[C](CN2CCN(C[C]3~[CH]~[CH]~[C](OC)~[CH]~[CH]~3)CCN(C[C]3~[CH]~[CH]~[C](OC)~[CH]~[CH]~3)CCN(C[C]3~[CH]~[CH]~[C](OC)~[CH]~[CH]~3)CC2)~[CH]~[CH]~1,3,4,0.0,0.0,0.9888888888888889,1.0,0.9777777777777777,0.9791666666666666,3,1,44,0
N[C@@H](CCC[NH3+])C(=O)[O-],2,3,0.0,0.0,0.9285714285714286,1.0,0.8571428571428571,0.8888888888888888,2,1,6,0
c1ccc2c(c1)CCC21CCOCC1,6,7,0.0,0.0,0.9375,1.0,0.875,0.9285714285714286,6,1,7,0
O=P([O-])(O)O,1,2,0.0,0.0,0.875,1.0,0.75,0.8,1,1,3,0
CSC(=S)N(C)/N=C/c1ccccc1[O-],3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,12,0
C=CCNC(=S)N/N=C/c1ccccc1[O-],3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,13,0
[CH2]CCP(CCC)CCC,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,8,0
CC(=O)N[C@H](C)C(=O)[O-],1,2,0.0,0.0,0.9375,1.0,0.875,0.8888888888888888,1,1,7,0
c12c3c4c5c1c1c6c7c2c2c8c3c3c9c4c4c%10c5c5c1c1c6c6c%11c%12c%13c%14c%15c%16c%17c%14c%14c%18c%13c%11c1c1c5c%10c5c(c%14c%10c%17c%11c%13c%16c%14c%16c%15c%12c%12c%16c(c2c7c%126)c2c8c3c(c%13c%142)c2c9c4c5c%10c%112)c%181,2,0,0.0,0.0,0.5,0.0,1.0,0.9714285714285714,0,0,68,2
N#Cc1cc[c]cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,7,0
[CH]/C(=C/C1CCCCC1)C/C=C\C1CCCCC1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,15,0
FC(F)COCc1ccnc(-c2cc(COCC(F)F)ccn2)c1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,22,0
Cc1ccc(-c2cc(C3=NC(C)(C)CO3)nc(C3=NC(C)(C)CO3)c2)cc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,24,0
COS(=O)(=O)[O-],1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,5,0
COc1cccc(/C=N/[C@@H](C(=O)[O-])C(C)C)c1[O-],3,4,0.0,0.0,0.9666666666666667,1.0,0.9333333333333333,0.9444444444444444,3,1,14,0
c1nc(-c2c[nH]cn2)c[nH]1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,8,0
O=C([O-])c1c(F)cc(F)cc1F,1,2,0.0,0.0,0.9545454545454546,1.0,0.9090909090909091,0.9166666666666666,1,1,10,0
Nc1ccc([N+](=O)[O-])cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,9,0
Cc1ccc(-c2cc(C3=NCCO3)nc(C3=NCCO3)c2)cc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,20,0
CC1(C)COC(c2cc(-c3ccncc3)cc(C3=NC(C)(C)CO3)n2)=N1,3,4,0.0,0.0,0.9782608695652174,1.0,0.9565217391304348,0.9615384615384616,3,1,22,0
Cc1cc(C)c(-c2cc(-c3ccccc3)c(-c3cccc(-c4c(-c5ccccc5)cc(-c5c(C)cc(C)cc5C)n4[C](c4ccccc4)c4ccccc4)n3)[n-]2)c(C)c1,4,3,0.0,0.0,0.875,0.75,1.0,0.9830508474576272,3,0,55,1
O=C(O)C(F)(F)F,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,6,0
O=C([O-])c1cnc(-c2ccncc2)nc1,1,2,0.0,0.0,0.9642857142857143,1.0,0.9285714285714286,0.9333333333333333,1,1,13,0
CC(C)(C)c1ccc(C(C)(C)C)cc1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,6,0,8,0
Cc1ccc(-c2cc3cc4nc(cc5[n-]c(cc6nc(cc2[n-]3)C(C)(C)C6)cc5-c2ccc(C)cc2)C(C)(C)C4)cc1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,38,0
Cc1ccc2ccccc2c1-c1pc2c(c(-c3ccccc3)c1C)CCc1ccc[c]c1-2,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,30,0
Cc1cc(C)c(NC(=O)[O-])c(C)c1,1,2,0.0,0.0,0.9583333333333333,1.0,0.9166666666666666,0.9230769230769231,1,1,11,0
Cc1nn(-c2ccccc2)c([S-])c1/C(=N/N=C(\[S-])c1ccccc1)c1ccccc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,27,0
C1C[C@H](P(N2CCOCC2)N2CCOCC2)[C@@H](P(N2CCOCC2)N2CCOCC2)C1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,29,0
[CH]=C/C=C\[S-],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,3,0
[CH]=Cc1ccccc1[S-],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,7,0
c1ccc(C2=C(P(c3ccccc3)C3=C(c4ccccc4)[C@H]4c5ccccc5[C@@H]3c3ccccc34)[C@H]3c4ccccc4[C@@H]2c2ccccc23)cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,50,0
Cc1ccc[c]c1-c1c(C)cccc1[S-],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,13,0
C[Si](C)(C)C(=P[C@H](c1cccc([C@H](P=C([Si](C)(C)C)[Si](C)(C)C)[Si](C)(C)C)n1)[Si](C)(C)C)[Si](C)(C)C,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,33,0
CN(CC/N=C/c1cc(C(C)(C)C)cc(C(C)(C)C)c1[O-])Cc1cc(Cl)cc(Cl)c1[O-],4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,27,0
Fc1c(F)c(F)c(-c2c3nc(c(-c4c(F)c(F)c(F)c(F)c4F)c4ccc([n-]4)c(-c4c(F)c(F)c(F)c(F)c4F)c4nc(cc5ccc2[n-]5)C=C4)C=C3)c(F)c1F,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,53,0
CC1(C)[C@@H]2CC[C@]13CS(=O)(=O)N(C(=O)[C@@H]1C[CH][C@H]4CC[C@@H]1O4)[C@@H]3C2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,23,0
CNCCN[C]c1ccccc1P(c1ccccc1)c1ccccc1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,22,0
CN/C([S-])=N/N=C1\CCCc2c1[n-]c1ccccc21,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,16,0
N/C([S-])=N/N=C1\CCCc2c1[n-]c1ccccc21,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,15,0
[S-]CCNCCSCC[S-],4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,6,0
CC1(C)C[C@H]2CC3=N[C@H](/C=C4\N=C(/C=C5\[N-]/C(=C\C1=N2)CC5(C)C)CC4(C)C)CC3(C)C,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,28,0
Cc1cccc(C)c1/N=C/c1cc(C(C)(C)C)cc(C(C)(C)C)c1[O-],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,23,0
C1CNC(C2=NCCN2)=N1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,8,0
Clc1ccc(-n2cc(-c3ccccn3)nn2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,16,0
FC(F)(F)c1cc([N-]c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,28,0
O=[N+]([O-])c1ccc(-n2cc(-c3ccccn3)nn2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,18,0
CCc1ccc(/N=C/c2ccccn2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,14,0
C[C@H](/N=C/c1cc(Cl)cc(Cl)c1[O-])c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,17,0
Cc1ncc(CO)c(/C=N/Cc2ccccc2)c1[O-],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,17,0
O=C(O)c1ccc([O-])c(/C=N/c2ccccc2/N=C/c2cc(C(=O)O)ccc2[O-])c1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,26,0
Clc1cnc2ccccc2n1,1,2,0.0,0.0,0.95,1.0,0.9,0.9090909090909091,1,1,9,0
CCOc1cccc(/C=N/[C@H]2CCCC[C@@H]2/N=C/c2cccc(OCC)c2[O-])c1[O-],4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,26,0
Cc1ncc(CO)c(CNCCNCc2c(CO)c[nH+]c(C)c2[O-])c1[O-],4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,22,0
C=CO[C@H](N=C1C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1)c1ccccc1[O-],2,3,0.0,0.0,0.98,1.0,0.96,0.9629629629629629,2,1,24,0
O=C1[N-]c2cc1c(-c1c(F)c(F)c(F)c(F)c1F)c1ccc([nH]1)c(-c1c(F)c(F)c(F)c(F)c1F)c1ccc([nH]1)c(-c1c(F)c(F)c(F)c(F)c1F)c1cc(c(-c3c(F)c(F)c(F)c(F)c3F)c3nc(c2-c2c(F)c(F)c(F)c(F)c2F)C=C3)NC1=O,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,85,0
CO[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1N/C([S-])=N/C(=O)c1ccc([N+](=O)[O-])cc1,2,3,0.0,0.0,0.9852941176470589,1.0,0.9705882352941176,0.9722222222222222,2,1,33,0
O=C1c2ccccc2C(=O)c2c1ccc1nc(-c3ccccc3[O-])[n-]c21,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,23,0
CCOc1cccc(/C=N/CCC/N=C/c2cccc(OCC)c2[O-])c1[O-],4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,23,0
CC(=N\c1c(-c2cc3ccccc3o2)cccc1-c1cc2ccccc2o1)/C(C)=N/c1c(-c2cc3ccccc3o2)cccc1-c1cc2ccccc2o1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,52,0
C=C1C=CC=C1,6,6,1.0,1.0,0.5,1.0,0.0,1.0,6,0,0,0
C[C@@H]1CC[C@@H](C)P1c1ccccc1P(c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,24,0
CCOC(=O)NC(=S)Nc1ccccc1C,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,15,0
C1CSCCOCCOCCSCCN1,5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,0,10,0
[CH2][S+](C)C,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,3,0
C=C1[C@@H]2C=CC=C[C@H]1C=C2,6,8,0.0,0.0,0.75,1.0,0.5,0.8,6,2,2,0
Cc1ccc([C](~[S-2])~[N-](C)[O-])cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,10,0
CC(C)(C)C1[CH]~[CH]~[CH]~[CH]~[CH]~[CH]1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,6,0,5,0
C=Cc1ccc(C)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,7,0
NCCCN1CCNCCN(CCCN)CC1,5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,0,12,0
NCCCN1CCN(CCCN)CCN(CCCN)CC1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,6,0,15,0
N#CC(C#N)=C(C#N)C(=[N-])Br,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,10,0
C=Cc1[c]cccc1,1,2,0.0,0.0,0.9285714285714286,1.0,0.8571428571428571,0.875,1,1,6,0
[N-]=S,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,1,0
O=C(NO)c1ccncc1,1,2,0.0,0.0,0.9444444444444444,1.0,0.8888888888888888,0.9,1,1,8,0
[O-]C(=C(c1ccccc1)c1ccccc1)[C@H](c1ccccc1[O-])N(CC/N=C/c1ccccc1[O-])C([O-])=C(c1ccccc1)c1ccccc1,6,6,1.0,1.0,1.0,1.0,1.0,1.0,6,0,44,0
C[C@@H]([N-]C(=O)CN(Cc1ccccn1)Cc1ccccn1)c1ccccn1,5,5,1.0,1.0,1.0,1.0,1.0,1.0,5,0,22,0
F[C](F)~[CH]~[CH]~[C](F)F,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,4,0
CN(C)c1nc(-c2ccccn2)cc(C(C)(C)C)n1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,17,0
c1ccc(-c2ccnc(N3CCCCC3)n2)nc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,16,0
c1ccc(-c2ccnc(N3CCCC3)n2)nc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,15,0
CN(C)c1nccc(-c2ccccn2)n1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,13,0
CCCNc1nccc(-c2ccccn2)n1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,14,0
CC(C)(C)c1cc(-c2ccccn2)nc(N)n1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,15,0
COCC/N=C/c1ccccc1[N-]c1c(C(C)C)cccc1C(C)C,2,3,0.0,0.0,0.9782608695652174,1.0,0.9565217391304348,0.96,2,1,22,0
COc1ccc(N2CP(c3ccccc3)CCP(c3ccccc3)C2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,25,0
O/N=C\c1cc[nH+]cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,8,0
CC(C)(C)[S-],1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,4,0
C[C](~[O-2])~[CH]~[C](C)~[N-2]CC/N=C/c1c[nH]c(C)n1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,13,0
c1ccc(Nc2ccc(/N=N/c3ccccn3)cc2)cc1,2,6,0.0,0.0,0.8947368421052632,1.0,0.7894736842105263,0.8095238095238095,2,4,15,0
O=C([O-])COc1ccccc1OCCOc1ccccc1O,1,6,0.0,0.0,0.8809523809523809,1.0,0.7619047619047619,0.7727272727272727,1,5,16,0
[N-]=C(CCCO)c1ccccc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,11,0
C[C@@H](Cl)CC(=O)P(c1ccccc1)c1ccccc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,18,0
[O-]c1ccccc1/C=N/c1ccc2c(c1-c1c([O-])ccc3c1CCCC3)CCCC2,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,27,0
CC(C)(C)c1cc(/C=N/c2ccc3c(c2-c2c([O-])ccc4c2CCCC4)CCCC3)c([O-])c(C(C)(C)C)c1,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,35,0
CC(C)(C)[CH]O[Si](C)(C)C,2,1,0.0,0.0,0.75,0.5,1.0,0.9,1,0,8,1
Cc1cccc(C(=O)[N-]c2ccccc2[N-]C(=O)c2cccc(C)n2)n1,4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,22,0
c1ccc(/P=P/c2ccccc2)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,12,0
CC[C@H]1COC(Cc2cc(CC3=N[C@@H](CC)CO3)c(C)cc2C)=N1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,22,0
CCc1cc(C)cc(CC)c1/N=C(\C)c1ccc2c(n1)/C(=N/c1c(CC)cc(C)cc1CC)CCC2,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,33,0
CCc1cccc(CC)c1/N=C(\C)c1ccc2c(n1)/C(=N/c1c(CC)cccc1CC)CCC2,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,31,0
C/C(=N\c1c(C)cccc1C)c1ccc2c(n1)/C(=N/c1c(C)cccc1C)CCC2,3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,27,0
[CH]c1ccc(C)cc1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,7,0
CCCCN(CCCC)/C([S-])=N/C(=O)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,18,0
CN[C@@H]1CCCC[C@H]1N(C)p1oc2c(C(C)(C)C)cc(OC)cc2c2cc(OC)cc(C(C)(C)C)c2o1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,35,0
C[C@H]1[CH][C@@H]2CC[C@H]1C2,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,7,0
Fc1c(F)c(F)c(Cn2c(-c3ccccn3)nc3ccccc32)c(F)c1F,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,25,0
C[C@@]1(c2ccccn2)[N-]C(=O)NC1=O,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,12,0
[CH2]C([CH2])c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,7,0
O=C([O-])c1ccccc1CN(Cc1ccccn1)Cc1ccccn1,4,5,0.0,0.0,0.9761904761904762,1.0,0.9523809523809523,0.96,4,1,20,0
c1ccc(P(Cc2ccccn2)C[C@H]2CCCO2)cc1,2,3,0.0,0.0,0.9722222222222222,1.0,0.9444444444444444,0.95,2,1,17,0
CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,1,2,0.0,0.0,0.9772727272727273,1.0,0.9545454545454546,0.9565217391304348,1,1,21,0
Cc1cn(CC(=O)[O-])c(=O)[nH]c1=O,1,2,0.0,0.0,0.9583333333333333,1.0,0.9166666666666666,0.9230769230769231,1,1,11,0
O=C([O-])COc1cccc(OCC(=O)[O-])c1,1,6,0.0,0.0,0.8333333333333333,1.0,0.6666666666666666,0.6875,1,5,10,0
c1ccc2c(c1)Cc1ccccc1-2,6,12,0.0,0.0,0.5714285714285714,1.0,0.14285714285714285,0.5384615384615384,6,6,1,0
[c]1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)p1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,22,0
COc1cccc(/C=N/[C@H](CC(C)C)C(=O)[O-])c1[O-],3,4,0.0,0.0,0.96875,1.0,0.9375,0.9473684210526315,3,1,15,0
[c]1c2ccccc2cc2ccccc12,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,13,0
O=C([O-])c1ccc(C(=O)[O-])s1,1,4,0.0,0.0,0.85,1.0,0.7,0.7272727272727273,1,3,7,0
CSC(=S)/C=C(\[O-])c1ccc(Br)cc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,12,0
[O-]c1ccccc1C1=NCCCN1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,11,0
[O-]c1ccccc1C1=NCCN1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,10,0
CN1CCCN(CC(=O)[O-])Cc2cccc(n2)CN(CC(=O)[O-])CCC1,6,8,0.0,0.0,0.95,1.0,0.9,0.9230769230769231,6,2,18,0
CSC(=S)/C=C(\[O-])c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,11,0
O=C([O-])CN1CCCN(CC(=O)[O-])Cc2cccc(n2)CN(CC(=O)[O-])CCC1,6,10,0.0,0.0,0.9130434782608696,1.0,0.8260869565217391,0.8620689655172413,6,4,19,0
CS[C](~[S-2])~[CH]~[C](~[O-2])c1ccco1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,10,0
[O-]c1c(-c2ccc(Cl)cc2)oc2ccccc2c1=S,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,17,0
C/C([O-])=C/C1=NC(C)(C)CO1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,9,0
CC1(C)COC(/C=C(\[O-])C(C)(C)C)=N1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,12,0
[S-]c1sn[s+]c1[S-],2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,5,0
C(=C(\OP(c1ccccc1)c1ccccc1)c1ccccc1)\P(c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,33,0
CP(C)c1nccn1P(C)C,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,9,0
O=S(=O)([O-])c1ccccc1/C=C/c1ccc(-c2ccc(/C=C/c3ccccc3S(=O)(=O)[O-])cc2)cc1,1,4,0.0,0.0,0.9571428571428571,1.0,0.9142857142857143,0.9166666666666666,1,3,32,0
COc1ccc(/N=C(\C)c2[c]ccc(/C(C)=N/c3ccc(OC)cc3)n2)cc1,2,3,0.0,0.0,0.9807692307692308,1.0,0.9615384615384616,0.9642857142857143,2,1,25,0
CC(C)(C)c1cc([N+](=O)[O-])cc(/C=N/N=C(\[O-])c2ccncc2)c1[O-],3,3,1.0,1.0,1.0,1.0,1.0,1.0,3,0,22,0
CC(C)/[N+]=C(/[N-]C(C)C)N1CC1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,10,0
N#C[C](~[N-3]~[N-2]c1ccccc1[O-])~[N-3]~[N-2]c1ccccc1[O-],4,4,1.0,1.0,1.0,1.0,1.0,1.0,4,0,17,0
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1,0,22,0
[CH]=C(/C=C1\[C]N(C(C)C)C(=S)O1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,29,0
[CH]=C(/C=C1\[C]NC(=S)O1)[P+](c1ccccc1)(c1ccccc1)c1ccccc1,2,3,0.0,0.0,0.9807692307692308,1.0,0.9615384615384616,0.9642857142857143,2,1,25,0
[O-]/C1=[C]/CCCCCC1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,7,0
COc1ccc(-n2cnnc2)cc1,1,2,0.0,0.0,0.9583333333333333,1.0,0.9166666666666666,0.9230769230769231,1,1,11,0
C1CSCCO1,1,2,0.0,0.0,0.9,1.0,0.8,0.8333333333333334,1,1,4,0
c1ccc2nc(C3=NCCO3)ccc2c1,2,2,1.0,1.0,1.0,1.0,1.0,1.0,2,0,13,0
COC(=O)CN(CCN(Cc1ccccc1)Cc1ccccn1)Cc1ccccn1,4,5,0.0,0.0,0.9807692307692308,1.0,0.9615384615384616,0.9666666666666667,4,1,25,0
c1cc2nc(c1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)-c1ccc-2cc1,2,1,0.0,0.0,0.75,0.5,1.0,0.9722222222222222,1,0,34,1
